word,vector
5296,"[0.06894736737012863,-0.06564498692750931,0.08303970098495483,-0.11348558217287064,0.03638005629181862]"
6664,"[-0.036684799939394,-0.028801381587982178,0.12789547443389893,-0.056375060230493546,-0.07774005085229874]"
3984,"[-0.12407317012548447,-0.19207695126533508,0.07375957071781158,-0.1663999855518341,-0.17212405800819397]"
32234,"[-0.10766437649726868,-0.0006920776795595884,0.06141846626996994,0.0699450671672821,-0.10569991171360016]"
83134,"[-0.13054345548152924,-0.19996275007724762,0.12599274516105652,-0.10296730697154999,-0.22139672935009003]"
436,"[0.05018914118409157,-0.08461326360702515,0.08737676590681076,0.09095482528209686,-0.02997468411922455]"
8044,"[-0.04902021214365959,0.05811161547899246,0.02608034387230873,0.020763732492923737,0.009194409474730492]"
6337,"[-0.07590986788272858,0.02244604006409645,-0.03563585504889488,0.02041061781346798,0.003985718823969364]"
58162,"[-0.08916068822145462,-0.025728629902005196,-0.04960069805383682,-0.04951805621385574,0.07014570385217667]"
5416,"[-0.0835992842912674,0.043874915689229965,-0.0363384485244751,0.012453701347112656,-0.028626080602407455]"
2612,"[-0.1252857744693756,-0.11563313007354736,0.04556712508201599,-0.06396124511957169,0.06804591417312622]"
4300,"[-0.19211430847644806,-0.14715246856212616,0.04515223205089569,-0.019870024174451828,0.012485369108617306]"
2846,"[0.0038665200117975473,-0.03190967068076134,-0.1353074461221695,-0.12384219467639923,-0.06387700140476227]"
2894,"[-0.003982421942055225,-0.08868911117315292,0.10719020664691925,0.011247431859374046,-0.014495165087282658]"
5039,"[-0.15305687487125397,-0.14237870275974274,0.17380745708942413,-0.19486545026302338,-0.1125093549489975]"
118896,"[0.0018321163952350616,-0.07336556166410446,0.15841688215732574,-0.12105386704206467,0.015199240297079086]"
91386,"[-0.10222223401069641,0.013582319021224976,0.1898266226053238,-0.057886913418769836,-0.1066223606467247]"
104925,"[-0.1632939577102661,-0.012009230442345142,0.05442756041884422,-0.15245553851127625,-0.08956092596054077]"
104129,"[0.08511924743652344,0.007707150653004646,-0.07653971016407013,-0.012208279222249985,-0.039987023919820786]"
2020,"[-0.17017129063606262,0.16144779324531555,0.08215812593698502,-0.2402700036764145,0.13859467208385468]"
145994,"[-0.19568656384944916,-0.22342054545879364,0.3056485652923584,-0.23582565784454346,-0.029238136485219002]"
1614,"[0.04802582040429115,-0.01958649605512619,0.03794807568192482,0.07175109535455704,0.06295271217823029]"
2575,"[-0.10417616367340088,-0.07151594758033752,-0.08857402205467224,0.0196126326918602,-0.05088287591934204]"
1227,"[-0.29498085379600525,0.11486854404211044,-0.4483453035354614,0.6004041433334351,-0.10699522495269775]"
44929,"[-0.13415271043777466,-0.03087175264954567,0.04824712499976158,-0.07110277563333511,-0.13921985030174255]"
3019,"[0.07317683100700378,0.08811711519956589,0.04647064581513405,-0.13027341663837433,0.06724116206169128]"
836,"[-0.002184778917580843,-0.03142696991562843,-0.03842183202505112,0.12556631863117218,-0.02431848831474781]"
91860,"[-0.024749914184212685,-0.1162281185388565,0.050436899065971375,-0.024677960202097893,-0.052027374505996704]"
7333,"[-0.15922510623931885,-0.13834208250045776,0.1471414566040039,-0.12370891869068146,-0.053147364407777786]"
5459,"[0.22002334892749786,-0.2820618152618408,0.05096675083041191,-0.2212873250246048,-0.04538310319185257]"
165551,"[-0.2048458755016327,-0.003390040947124362,0.08593102544546127,-0.021123968064785004,0.0061744628474116325]"
6835,"[-0.06859412789344788,-0.0756787434220314,0.016933336853981018,-0.03040790930390358,0.06664767861366272]"
104944,"[0.06688577681779861,-0.09799449145793915,-0.07702402025461197,0.004471898544579744,-0.09164579212665558]"
4475,"[-0.0848202034831047,-0.07247143983840942,0.07739079743623734,-0.01434518862515688,-0.006990382447838783]"
96430,"[-0.009687438607215881,-0.1070021539926529,0.038455937057733536,-0.0958571583032608,-0.08088213205337524]"
140627,"[-0.04971226677298546,-0.011025022715330124,0.09001243114471436,-0.07467100769281387,0.009731920436024666]"
2420,"[-0.33180466294288635,0.013036655262112617,0.04287538304924965,-0.11772618442773819,-0.11749906092882156]"
86892,"[-0.10156300663948059,-0.10826969146728516,0.06182820349931717,0.01698976941406727,-0.01570230722427368]"
6385,"[-0.08417683094739914,-0.13489708304405212,0.09887068718671799,-0.19367720186710358,-0.21839699149131775]"
55052,"[-0.07642403990030289,-0.08937952667474747,0.13790075480937958,-0.15619559586048126,-0.12701715528964996]"
172585,"[-0.21912971138954163,-0.1086210310459137,0.25524067878723145,-0.1840486228466034,-0.12083692848682404]"
4159,"[-0.08004887402057648,-0.03352515771985054,0.028943819925189018,0.06412997096776962,-0.04599535092711449]"
59026,"[-0.06713856011629105,0.04939965158700943,0.08655282855033875,-0.028721049427986145,-0.08294384181499481]"
162350,"[-0.1423242688179016,-0.12795807421207428,0.08843190222978592,-0.05095236003398895,-0.09022971987724304]"
102993,"[-0.013668765313923359,0.010958120226860046,-0.10527230054140091,-0.03712845221161842,-0.17144206166267395]"
5385,"[-0.046120189130306244,-0.041593991219997406,0.14585548639297485,-0.06860681623220444,-0.05679015815258026]"
8117,"[-0.004568081349134445,0.097957544028759,0.043143466114997864,-0.04995603486895561,-0.050450436770915985]"
2425,"[0.02328302338719368,-0.00737569248303771,0.05982654169201851,0.017898432910442352,0.02537381649017334]"
2357,"[-0.09968140721321106,-0.15031005442142487,-0.010014052502810955,-0.0025680004619061947,0.015226125717163086]"
27708,"[0.07024411112070084,0.049541935324668884,-0.05919397622346878,0.02651631087064743,0.027733715251088142]"
55820,"[-0.2958028316497803,-0.11860410124063492,0.036334577947854996,-0.40272706747055054,-0.11443587392568588]"
3824,"[-0.01422180887311697,0.05279228091239929,0.061408281326293945,-0.09963879734277725,-0.0031981049105525017]"
48142,"[-0.0481155663728714,-0.03908737748861313,0.022382482886314392,-0.06618587672710419,-0.011007336899638176]"
81537,"[-0.05053286999464035,-0.057619497179985046,0.039957158267498016,-0.08430232852697372,0.05309426784515381]"
5693,"[-0.021592654287815094,0.007597355637699366,0.036270227283239365,-0.012002966366708279,-0.10831229388713837]"
2329,"[-0.537166178226471,0.22558604180812836,-0.4199901819229126,-0.20042578876018524,0.1456955224275589]"
2263,"[0.010688403621315956,-0.0991569235920906,0.010729312896728516,-0.052474115043878555,-0.03292820602655411]"
6064,"[0.041599422693252563,0.01679106056690216,0.14135760068893433,-0.10783599317073822,-0.07661943137645721]"
39444,"[-0.08981972187757492,-0.05538248270750046,0.05574562028050423,-0.05879779905080795,-0.16977007687091827]"
106916,"[-0.0561622753739357,-0.08258458971977234,0.1716746836900711,-0.07291656732559204,-0.1568097621202469]"
8033,"[-0.06834924221038818,-0.12663158774375916,0.07340367138385773,-0.08138438314199448,-0.12790699303150177]"
160718,"[-0.16848744451999664,0.020082324743270874,0.058736659586429596,-0.0550227090716362,-0.10314380377531052]"
2968,"[-0.06967604160308838,-0.011684142984449863,-0.09591176360845566,-0.4079846739768982,0.014025215059518814]"
55241,"[0.049676503986120224,0.061371199786663055,-0.02879234030842781,0.09773919731378555,-0.052898846566677094]"
70565,"[-0.09390225261449814,-0.11580853909254074,0.18056228756904602,-0.22368870675563812,-0.0463736318051815]"
140174,"[-0.09070094674825668,-0.04318084567785263,0.09666797518730164,-0.05689920857548714,-0.017081523314118385]"
4438,"[0.011966186575591564,-0.05784587562084198,0.12269603461027145,-0.09019912034273148,0.06303870677947998]"
12,"[0.13065774738788605,-0.0029499807860702276,-0.041464585810899734,0.18584845960140228,0.030194595456123352]"
39183,"[-0.06498506665229797,-0.13868401944637299,0.09229438006877899,-0.21015897393226624,-0.23930035531520844]"
3835,"[-0.03558988496661186,0.05269012972712517,-0.0461784191429615,-0.03250342980027199,-0.06822820007801056]"
64839,"[-0.24848052859306335,-0.15197943150997162,0.258516788482666,-0.23570311069488525,-0.1653003990650177]"
1464,"[-0.1610388457775116,0.046336572617292404,-0.06999427825212479,0.19453145563602448,-0.18964846432209015]"
3094,"[-0.015491358935832977,0.007319268770515919,-0.090732641518116,0.0636841356754303,-0.10262666642665863]"
59387,"[-0.12405413389205933,-0.07926947623491287,0.08585288375616074,-0.2212582230567932,-0.1093359962105751]"
86066,"[-0.12088853865861893,-0.09707693755626678,-0.003217983990907669,-0.10972127318382263,-0.04761585220694542]"
1101,"[0.27906957268714905,0.10534332692623138,-0.910852313041687,0.6392307281494141,-0.25573596358299255]"
2169,"[0.007966425269842148,0.01583550125360489,-0.10304340720176697,-0.06378675997257233,0.02875274233520031]"
4148,"[-0.1288788616657257,0.01581093855202198,0.07451274245977402,-0.03190097212791443,-0.012045202776789665]"
4643,"[-0.27159276604652405,-0.06536706537008286,0.3012292981147766,-0.13067446649074554,-0.10163377970457077]"
223,"[-0.2380351573228836,0.524909257888794,0.6730229258537292,0.9478713274002075,0.5521623492240906]"
3450,"[-0.06653335690498352,0.03273727372288704,0.09298256784677505,-0.28838953375816345,0.0070570968091487885]"
2875,"[0.027778316289186478,-0.08455062657594681,-0.029760651290416718,-0.0788157656788826,-0.025937793776392937]"
6611,"[-0.04902072623372078,0.051965080201625824,0.03865765780210495,-0.10780072957277298,-0.04553082212805748]"
3396,"[-0.0479436069726944,0.11793771386146545,0.09578299522399902,-0.2951982617378235,-0.051576778292655945]"
7482,"[-0.11334952712059021,-0.11548668146133423,0.08507335186004639,-0.2845305800437927,-0.09543261677026749]"
3771,"[-0.0018303049728274345,-0.06848926842212677,0.10650558769702911,-0.1770506203174591,-0.04397650808095932]"
5932,"[-0.11160126328468323,0.015426363795995712,0.11965467780828476,-0.018693137913942337,-0.10639706254005432]"
164200,"[-0.1251671463251114,-0.08099506795406342,0.1358814686536789,-0.15884950757026672,0.05158349871635437]"
541,"[-0.2954587936401367,-0.4873160421848297,-0.06163807958364487,0.9680120944976807,1.4371029138565063]"
66,"[-0.013992473483085632,0.092292919754982,0.05891244113445282,0.021667389199137688,0.05580099672079086]"
91542,"[-0.09821567684412003,-0.24120277166366577,0.09091368317604065,-0.29281356930732727,-0.4252215027809143]"
52867,"[-0.018175866454839706,-0.08801623433828354,0.11449277400970459,-0.012742225080728531,-0.059458352625370026]"
7493,"[-0.053429991006851196,-0.1374804973602295,0.14538156986236572,-0.04886800795793533,-0.03559877350926399]"
4954,"[0.06901191920042038,-0.13802358508110046,-0.02767857164144516,-0.12597398459911346,0.07976953685283661]"
1278,"[-0.7405785918235779,-0.16332589089870453,-0.8747622966766357,0.3716994822025299,-0.31310439109802246]"
1587,"[0.007604118436574936,0.05028444901108742,-0.034710437059402466,0.07525070756673813,-0.06821171939373016]"
4976,"[-0.04818642884492874,-0.13214974105358124,0.11382943391799927,-0.07083059102296829,-0.026862217113375664]"
2287,"[-0.04487336426973343,-0.09400152415037155,0.06332019716501236,-0.05404927581548691,0.028991032391786575]"
3211,"[-0.08093144744634628,-0.05237443000078201,0.032252948731184006,-0.02181732840836048,-0.05235316604375839]"
4846,"[-0.0362946055829525,-0.06494150310754776,0.0066765048541128635,0.0850057601928711,-0.09873080998659134]"
7293,"[-0.0803091824054718,0.034470152109861374,0.14864899218082428,-0.40140223503112793,-0.3430061638355255]"
61289,"[-0.03637970983982086,-0.02977783791720867,0.028545865789055824,-0.06771810352802277,-0.07757599651813507]"
1193,"[0.2204182744026184,0.11060203611850739,-1.1123019456863403,0.953691840171814,-0.2754204273223877]"
51562,"[-0.020838862285017967,-0.012455428950488567,-0.07733144611120224,-0.03799715265631676,-0.030081257224082947]"
2411,"[-0.23261702060699463,-0.06620045006275177,0.08260795474052429,0.041223831474781036,-0.06450245529413223]"
5095,"[-0.09715237468481064,0.014921655878424644,0.1842212975025177,-0.09898420423269272,-0.03850741684436798]"
4878,"[-0.211475670337677,-0.3843212127685547,0.19302436709403992,-0.1835418939590454,0.021925974637269974]"
2097,"[-0.0693039521574974,-0.0034934431314468384,0.007801949046552181,0.0003462108434177935,0.09499993920326233]"
1569,"[-0.10883286595344543,-0.0677528977394104,-0.003993514459580183,-0.014454405754804611,-0.015294648706912994]"
30707,"[-0.14010179042816162,-0.23116281628608704,0.0061479597352445126,-0.23103883862495422,-0.2606450319290161]"
3567,"[-0.02535106986761093,-0.031954292207956314,-0.08990916609764099,-0.005166057497262955,-0.05915972590446472]"
4126,"[-0.27304983139038086,-0.12429153919219971,0.14791341125965118,-0.15426912903785706,-0.08110886812210083]"
26974,"[-0.0023645665496587753,-0.03390447795391083,0.029135674238204956,-0.08553405106067657,0.0011197221465408802]"
4535,"[-0.14431655406951904,-0.033047616481781006,0.11123626679182053,-0.13258537650108337,0.005316306836903095]"
102716,"[0.021853018552064896,-0.0006918588187545538,0.06549274921417236,-0.021332882344722748,-0.009449012577533722]"
86721,"[-0.06585296243429184,-0.1321229636669159,-0.05405443534255028,-0.1170402318239212,-0.10372550040483475]"
216,"[-0.0763801708817482,0.25874051451683044,0.2636949121952057,0.31040242314338684,0.2382507026195526]"
80463,"[0.06917765736579895,-0.19631528854370117,0.12034791707992554,-0.33297333121299744,-0.3704874813556671]"
6123,"[-0.08244039863348007,0.027918513864278793,0.14905184507369995,-0.005340704694390297,-0.01774950698018074]"
2034,"[0.0066536711528897285,-0.0234117079526186,0.08726634830236435,-0.09459737688302994,-0.07654798030853271]"
4903,"[-0.022452574223279953,0.025845058262348175,0.02367578260600567,-0.004399745259433985,-0.09734557569026947]"
4007,"[-0.19498325884342194,0.020733576267957687,0.13909021019935608,-0.3721950948238373,0.01006120815873146]"
89,"[0.183179572224617,0.15964165329933167,-0.03978379815816879,0.1480920910835266,0.10135451704263687]"
37720,"[-0.020212119445204735,0.07598921656608582,0.01962745003402233,-0.07319872826337814,0.048664674162864685]"
8128,"[-0.07064173370599747,-0.10755277425050735,0.1471380740404129,-0.08500423282384872,-0.1652117669582367]"
74370,"[0.014518290758132935,-0.07911410927772522,0.10877534747123718,-0.08531676977872849,0.0433245524764061]"
4307,"[-0.1498757004737854,0.023021677508950233,0.07958804070949554,-0.06215919926762581,0.07836288958787918]"
44597,"[-0.056398045271635056,-0.106370709836483,-0.016210440546274185,0.01235409639775753,-0.07090644538402557]"
3266,"[-0.08669491112232208,0.03443197160959244,0.07963255792856216,-0.0640399307012558,0.023159699514508247]"
3941,"[0.05085226148366928,-0.10472345352172852,0.016815505921840668,0.049346085637807846,-0.07021602988243103]"
172875,"[0.04770004004240036,-0.08576211333274841,0.12368756532669067,-0.13480384647846222,0.00010118819773197174]"
44828,"[-0.1586500108242035,-0.013968165963888168,0.08775048702955246,-0.09167489409446716,-0.06643400341272354]"
7121,"[-0.06366423517465591,-0.1039997935295105,0.1269211769104004,-0.184152752161026,-0.10804483294487]"
6410,"[-0.07318171858787537,-0.09116458892822266,0.14700928330421448,-0.04969038814306259,-0.03235279396176338]"
6238,"[-0.0957651287317276,-0.03943243622779846,0.12352494895458221,-0.053363408893346786,-0.05962496995925903]"
5792,"[-0.16786393523216248,-0.11109720170497894,0.025609232485294342,-0.13248708844184875,-0.05533648282289505]"
3641,"[0.047396235167980194,0.06666362285614014,0.04041184112429619,0.08745776861906052,-0.01649150252342224]"
34338,"[-0.02723708003759384,-0.0446121022105217,0.0348958857357502,-0.15152814984321594,-0.031558141112327576]"
54503,"[-0.18104489147663116,-0.19330085813999176,0.06430928409099579,-0.568367063999176,-0.15304000675678253]"
4061,"[-0.06406161934137344,0.07343636453151703,0.06518684327602386,-0.013382953591644764,0.02443421259522438]"
4896,"[0.1985722929239273,-0.4489124119281769,0.15965162217617035,-0.10524765402078629,-0.030514400452375412]"
128620,"[-0.04532947391271591,-0.06271380931138992,0.11429470777511597,-0.17887482047080994,-0.12912006676197052]"
93287,"[-0.08714675903320312,-0.07357760518789291,-0.03733130916953087,0.01710588112473488,-0.10495571792125702]"
104906,"[0.019415460526943207,-0.0785410925745964,0.0525592602789402,0.08630724251270294,-0.07624198496341705]"
